applicable_date,ROI-DA,load_forecast_ni,load_forecast_roi,aggregated_forecast,load_forecast_ni_four_day_aggregate_wind,load_forecast_roi_four_day_aggregate_wind,aggregated_forecast_four_day_aggregate_wind,total_pn,net_interconnector_schedule,tso_demand_forecast,tso_renewable_forecast,calculated_imbalance
11/05/2019 14:00,59.75,741,3188,3929,227.29,288.64,-100000,3418.84,0,4013,389.007,205.155
11/05/2019 15:00,54,808,3218,4026,197.56,187.5,385.06,3503.95,0,4012,402.212,105.838
11/05/2019 16:00,65,787,3207,3994,112.23,71.24,183.47,3693.99,0,4163,397.026,71.981
11/05/2019 17:00,70.93,825,3418,4243,153.96,100.12,-100000,3715.02,0,4315,371.483,228.499
11/05/2019 18:00,71.93,882,3360,4242,132.4,95.33,-100000,3683.45,0,4242,351.833,206.719
11/05/2019 19:00,65.93,865,3223,4088,67.89,87.91,-100000,3612.52,0,4088,272.088,203.394
11/05/2019 20:00,64.049,834,3176,4010,106.39,119.65,-100000,3558.03,228,4010,196.389,27.583
11/05/2019 21:00,65.235,815,3220,4035,70.88,140.62,-100000,3539.73,219,4102,230.24,113.032
11/05/2019 22:00,55.865,805,2959,3764,38.17,118.53,156.7,3464.92,201,3764,174.062,-75.98
11/05/2019 23:00,58.714,654,2928,3582,51.64,146.99,198.63,2888.36,298,3650,165.567,298.075
12/05/2019 00:00,50.655,594,2762,3356,33.27,160.52,-100000,2817.26,169,3415,164.747,263.995
12/05/2019 01:00,49.587,577,2617,3194,36.64,159.49,196.13,2763.19,0,3232,180.45,288.362
12/05/2019 02:00,49.48,600,2503,3103,18.09,154.12,-100000,2760.83,15,3103,203.254,123.917
12/05/2019 03:00,46.01,579,2476,3055,20.92,144.69,-100000,2700.18,-47,2476,234.248,-411.426
12/05/2019 04:00,44.071,538,2462,3000,17.56,212.76,230.32,2632.39,-100,3023,276.038,214.574
12/05/2019 05:00,42.318,524,2401,2925,18.8,211.68,230.48,2873.32,0,2954,340.256,-259.574
12/05/2019 06:00,41.991,589,2522,3111,59.2,445.67,-100000,2723.84,-112,2522,453.42,-543.258
12/05/2019 07:00,43.65,659,2751,3410,73.31,433.92,507.23,2929.55,-15,2751,536.132,-699.68
12/05/2019 08:00,46.077,714,3015,3729,68.3,205.11,-100000,2930.5,0,3760,531.505,297.997
12/05/2019 09:00,54.534,809,3213,4022,87.12,204.26,-100000,2956.88,282,4033,628.094,166.028
12/05/2019 10:00,57,837,3324,4161,153.9,815.06,968.96,2947.31,0,4161,796.567,417.125
12/05/2019 11:00,58.021,894,3373,4267,323.35,1139.76,1463.11,2946.97,230,3373,1117.68,-921.649
12/05/2019 12:00,58.01,870,3400,4270,163.81,813.62,977.43,2941.67,180,3400,988.895,-710.563
12/05/2019 13:00,49,813,3310,4123,112.37,866.02,-100000,2864.78,15,4177,1271.54,25.688
12/05/2019 14:00,46.266,793,3186,3979,178.99,974.4,-100000,2834.53,0,3186,1067.44,-715.963
12/05/2019 15:00,45.91,779,3138,3917,103.87,450.15,-100000,2848.59,-83,3989,1075.73,147.679
12/05/2019 16:00,47.84,828,3262,4090,145.82,989.61,-100000,2907.23,0,4150,1102.17,140.605
12/05/2019 17:00,51.233,851,3378,4229,190.85,1076.45,1267.3,2960.47,0,4342,1026.77,354.762
12/05/2019 18:00,61.071,783,3353,4136,181.07,1001.78,-100000,2983.89,0,4252,1157.51,110.598
12/05/2019 19:00,55,771,3280,4051,165.04,701.42,-100000,2911.12,0,4205,1164.92,128.958
12/05/2019 20:00,48,915,3239,4154,127.49,765.11,-100000,2889.6,0,4114,1232.55,-8.146
12/05/2019 21:00,44.18,896,3262,4158,259.22,912.5,1171.72,2733.62,0,4158,1369.93,54.456
12/05/2019 22:00,39,730,2961,3691,285.69,1147.63,1433.32,2006.15,0,3788,1442.86,338.991
12/05/2019 23:00,40.88,674,2577,3251,324.27,1148.45,-100000,2223.58,-130,3251,1537.37,-379.945
13/05/2019 00:00,42.872,578,2535,3113,300.03,1230.65,-100000,1958.48,-140,3080,1615.94,-354.419
13/05/2019 01:00,40,560,2425,2985,185.67,1140.96,-100000,1609.83,0,2942,1679.6,-347.435
13/05/2019 02:00,35.64,541,2347,2888,323.02,1329.92,-100000,1559.5,0,2271,1995.5,-1283.99
13/05/2019 03:00,35.64,582,2260,2842,329.17,1435.39,1764.56,1514.35,0,2842,1710.77,-383.114
13/05/2019 04:00,35.64,530,2400,2930,395.21,1595.16,1990.37,1512.44,0,2923,1735.07,-324.518
13/05/2019 05:00,35.64,559,2537,3096,419.82,1656.41,-100000,1929.5,0,3108,1754.34,-575.837
13/05/2019 06:00,41.06,592,3020,3612,190.38,1387.99,-100000,2628.78,0,2983,1966.09,-1611.87
13/05/2019 07:00,42.41,977,3440,4417,337.06,1559.08,1896.14,2972.81,0,3557,1965.33,-1381.15
13/05/2019 08:00,65.596,1105,3734,4839,362.45,1638.67,2001.12,2916.78,-160,4804,1829.14,218.085
13/05/2019 09:00,57.06,1099,3613,4712,442.68,1787.42,-100000,2916.33,-122,4877,1926.37,156.301
13/05/2019 10:00,43.07,787,3751,4538,499.04,1800.03,2299.07,2911.79,-117,3756,2213.68,-1252.47
13/05/2019 11:00,42.41,768,3764,4532,551.96,1850.87,2402.83,2891.23,0,4877,1947.2,38.571
13/05/2019 12:00,42.41,777,3779,4556,451.3,1792.21,2243.51,2824.5,-15,3786,2190.23,-1213.73
13/05/2019 13:00,42.06,761,3755,4516,443.15,1889.03,2332.18,2482.54,15,4760,1979.07,283.396
13/05/2019 14:00,39.584,723,3749,4472,531.7,1937.43,-100000,2834.54,0,4773,1904.6,33.86
13/05/2019 15:00,42.41,736,3783,4519,416,1865.83,-100000,2859.76,-163,4721,2005.27,18.968
13/05/2019 16:00,49.762,829,3892,4721,546.66,1718.94,-100000,2924.19,-113,5087,1899.09,376.718
13/05/2019 17:00,57.903,1057,3684,4741,409.41,1715.51,2124.92,3080.13,-58,3946,1842.34,-918.469
13/05/2019 18:00,66.13,1059,3786,4845,421.51,1668.56,-100000,2954.83,-79,4526,1746.34,-96.17
13/05/2019 19:00,71.187,875,3632,4507,399.58,1607.54,2007.12,2898.21,-121,4630,1466.71,386.079
13/05/2019 20:00,69.193,878,3631,4509,383.58,1474.97,-100000,2875.45,-72,4303,1519.76,-20.205
13/05/2019 21:00,65,869,3457,4326,350.56,1231.69,1582.25,2730.09,-15,4448,1559.96,172.955
13/05/2019 22:00,47.789,759,3044,3803,344.96,1201.52,-100000,2624.86,-89,3896,1539.19,-179.053
13/05/2019 23:00,33.52,651,2550,3201,388.73,1384.97,-100000,2158.15,0,3366,1719.45,-511.601
14/05/2019 00:00,32.57,617,2615,3232,257.03,1368.02,-100000,1937.7,0,3150,1745.81,-533.511
14/05/2019 01:00,30,601,2519,3120,325.85,1343.58,-100000,1460.9,0,2411,1806.43,-856.328
14/05/2019 02:00,29.69,607,2443,3050,283.77,1450.02,1733.79,1612.4,0,2938,1718.8,-393.193
14/05/2019 03:00,29.12,605,2361,2966,312.56,1523.17,1835.73,1583.8,0,2924,1711.56,-371.354
14/05/2019 04:00,29.12,595,2442,3037,221.18,1365.73,-100000,1613.6,0,2960,1708.32,-361.918
14/05/2019 05:00,32.66,658,2419,3077,236.58,1417.77,-100000,1864.75,0,3077,1638.88,-426.626
14/05/2019 06:00,33.52,778,3063,3841,266.97,1462.06,1729.03,2718.77,0,2901,1665.07,-1482.84
14/05/2019 07:00,55,926,3630,4556,452.37,1687.61,-100000,2970.88,0,3455,1838.1,-1353.98
14/05/2019 08:00,70.93,1053,3607,4660,230.87,1438.92,-100000,2921.55,15,4626,1706.99,-17.537
14/05/2019 09:00,59.253,956,3834,4790,434.2,1770.35,-100000,2726.7,249,3668,1693.06,-1000.76
14/05/2019 10:00,43.829,942,3779,4721,565.84,1913.94,-100000,2726.66,319,4693,1866.82,-219.48
14/05/2019 11:00,41.924,976,3580,4556,480.92,1754.73,-100000,2724.8,235,4665,1944.7,-239.5
14/05/2019 12:00,41.489,1002,3662,4664,607.51,1940.56,2548.07,2722.84,126,4664,2040.51,-225.344
14/05/2019 13:00,40.934,870,3740,4610,629.09,2061.95,2691.04,2721.1,0,3570,2035.02,-1186.12
14/05/2019 14:00,40.34,871,3784,4655,457.2,1654.28,-100000,2745.3,-39,3592,2069.96,-1184.26
14/05/2019 15:00,40,981,3640,4621,569.82,1919.97,-100000,2701.88,-89,4622,2106.97,-97.85
14/05/2019 16:00,43.36,990,3936,4926,619.48,2090.24,2709.72,2791.29,-47,3771,2036.87,-1010.16
14/05/2019 17:00,54.771,989,3963,4952,370.88,1661.07,-100000,2856.31,-198,4860,1969.4,232.295
14/05/2019 18:00,61.389,956,3833,4789,517.03,1771.99,-100000,2895.99,0,3619,1906.06,-1183.05
14/05/2019 19:00,61,1002,3403,4405,513.87,1939.68,2453.55,2800.39,0,4464,1970.71,-307.103
14/05/2019 20:00,59,1023,3337,-100000,430.83,1639.48,2070.31,2817.35,-74,4286,1887.44,-344.791
14/05/2019 21:00,59,924,3413,4337,411.75,1419.69,-100000,2698.57,0,4331,1827.61,-195.176
14/05/2019 22:00,42.982,872,2948,3820,250.54,1315.07,1565.61,2605.25,-349,3773,1720.03,-203.277
14/05/2019 23:00,33.52,679,2743,3422,401.42,1450.05,-100000,2442.94,-354,3373,1837.71,-553.651
15/05/2019 00:00,35.13,605,2551,3156,438.44,1961.92,-100000,2197.79,-489,3156,1618.1,-170.89
15/05/2019 01:00,33.52,598,2483,3081,220.72,1245,-100000,2057.78,0,3031,1576.98,-603.758
15/05/2019 02:00,33.52,599,2404,3003,292.71,1420.04,-100000,2017.89,0,2336,1499.95,-1181.84
15/05/2019 03:00,33.52,597,2361,2958,194.31,1226.81,1421.12,2034.46,0,2338,1455.22,-1151.69
15/05/2019 04:00,33.52,590,2403,2993,310.04,1318.11,1628.15,2118.5,0,2357,1465.54,-1227.04
15/05/2019 05:00,33.52,611,2531,3142,340.24,1302.65,-100000,2522.97,0,3076,1459.17,-906.147
15/05/2019 06:00,40,763,3046,3809,334.95,1369.9,-100000,3074.33,-655,2884,1469.16,-1004.49
15/05/2019 07:00,53.89,918,3630,4548,309.75,1323.18,1632.93,3145.87,-351,3480,1378.47,-693.339
15/05/2019 08:00,57.45,942,3768,4710,226.38,1164.1,1390.48,3152.29,-90,4639,1530.83,45.886
15/05/2019 09:00,49.48,988,3668,4656,621.73,1940.86,2562.59,3087.83,-15,4644,1550.96,20.215
15/05/2019 10:00,43.05,994,3779,4773,508.61,1606.27,2114.88,2988.12,15,4602,1660.63,-61.746
15/05/2019 11:00,40.18,976,3540,4516,486.93,1609.78,2096.71,2834.56,-33,3540,1651.93,-913.485
15/05/2019 12:00,40.18,891,3820,4711,493.53,1573.31,2066.84,2834.77,-15,3545,1715.38,-990.149
15/05/2019 13:00,39.57,916,3516,4432,442.6,1445.93,-100000,2732.24,0,4432,1676.48,23.279
15/05/2019 14:00,39.57,853,3792,4645,538.58,1525.92,-100000,3145.78,0,3514,1633.58,-1265.36
15/05/2019 15:00,39.57,892,3823,4715,446.46,1502.23,-100000,2943.84,-15,4477,1687.94,-139.787
15/05/2019 16:00,42.47,1024,3658,4682,298.14,1086.75,-100000,3208.5,89,4826,1591.97,-63.466
15/05/2019 17:00,51,985,3977,4962,423.96,1297.67,-100000,3244.87,-38,4742,1273.47,261.663
15/05/2019 18:00,61.34,961,3842,4803,443.8,1236.07,1679.87,3262.12,-114,4502,1282.19,71.695
15/05/2019 19:00,60.73,1009,3467,-100000,359.43,1036.76,-100000,3239.51,-190,4343,1184.94,108.548
15/05/2019 20:00,60,978,3594,4572,292.75,1107.9,1400.65,3212.3,-152,4281,1050.84,169.861
15/05/2019 21:00,50.38,929,3408,4337,243.7,646.31,-100000,3103.79,149,3302,1006.8,-957.593
15/05/2019 22:00,44.24,815,3003,3818,165.62,657.3,822.92,3046.75,-180,3835,792.668,175.584
15/05/2019 23:00,48.76,707,2702,3409,193.67,568.2,-100000,2901.64,-115,3413,868.252,-241.89
16/05/2019 00:00,37.11,644,2546,3190,192.32,330.75,-100000,2509.76,-68,3190,602.652,145.59
16/05/2019 01:00,36.77,613,2483,3096,127.44,333.25,-100000,2525.65,-108,3054,499.175,137.177
16/05/2019 02:00,36.32,631,2342,2973,158.93,737.03,895.96,2508.46,-54,2342,435.832,-548.29
16/05/2019 03:00,35.98,605,2361,2966,219.71,285.38,-100000,2508.46,0,2964,343.75,111.792
16/05/2019 04:00,37.69,632,2372,3004,58.62,240.32,298.94,2802.58,15,2987,319.542,-150.12
16/05/2019 05:00,42.81,666,2470,3136,44.12,218.91,-100000,2868.42,-312,3134,283.815,293.767
16/05/2019 06:00,42.54,788,3046,3834,188.84,657.76,846.6,3780.52,-158,3793,312.839,-142.357
16/05/2019 07:00,62.62,1002,3455,4457,59.23,182.3,-100000,3921.76,278,4521,266.814,54.428
16/05/2019 08:00,65.23,1015,3768,4783,65.38,244,-100000,3891.64,300,3608,321.678,-905.316
16/05/2019 09:00,57.99,1008,3834,4842,165.26,245.73,410.99,3789.19,337,3564,343.029,-905.217
16/05/2019 10:00,47.51,1028,3779,4807,138.78,235.83,-100000,3600.85,382,3655,474.164,-802.012
16/05/2019 11:00,45.1,990,3556,4546,108.29,256.53,364.82,3504.5,718,3556,542.804,-1209.3
16/05/2019 12:00,43.23,1008,3662,4670,107.01,258.41,365.42,3536.73,184,4511,485.155,305.117
16/05/2019 13:00,42.04,991,3531,4522,254.45,259.91,514.36,3706.31,124,4440,478.867,130.825
16/05/2019 14:00,41.38,965,3592,4557,277.61,612.89,890.5,3565.06,592,4518,573.691,-212.749
16/05/2019 15:00,39.61,1005,3561,4566,158.56,242.58,401.14,3638.03,221,3561,536.218,-834.247
16/05/2019 16:00,45.44,1077,3675,4752,215.79,274.05,-100000,3706.18,178,4752,523.73,344.092
16/05/2019 17:00,51.6,1058,3714,4772,86.75,195.06,-100000,3906.26,511,3714,490.341,-1193.6
16/05/2019 18:00,57.99,968,3842,4810,177.01,212.05,389.06,3854.3,410,4589,437.69,-112.988
16/05/2019 19:00,56.04,1038,3467,4505,196.21,320.31,516.52,3884.28,284,4433,397.547,-132.825
16/05/2019 20:00,54.25,956,3340,4296,100.36,259.07,-100000,3794.08,0,4296,289.308,212.614
16/05/2019 21:00,48.85,968,3407,4375,53.15,185.14,-100000,3687.64,165,4367,423.762,90.6
16/05/2019 22:00,44.21,828,3014,3842,79.21,170.94,-100000,3803.42,-15,3824,413.489,-377.907
16/05/2019 23:00,46.42,707,2695,3402,58.13,132.6,-100000,3230.27,-136,3408,417.302,-103.569
17/05/2019 00:00,40.22,653,2739,3392,153.34,272,-100000,2816.41,-92,3214,431.257,58.335
17/05/2019 01:00,37.31,615,2437,3052,167.18,147.39,-100000,2745.85,-212,2437,495.098,-591.946
17/05/2019 02:00,35.14,640,2364,3004,106.94,153.41,-100000,2746.58,0,2364,475.147,-857.725
17/05/2019 03:00,34.22,625,2350,2975,204.7,168.68,-100000,2745.09,0,2350,427.295,-822.383
17/05/2019 04:00,35.99,642,2395,3037,105.1,141.52,246.62,2884.52,0,2395,472.91,-962.427
17/05/2019 05:00,40.26,680,2471,3151,137.29,122.92,-100000,3089.44,-182,2471,401.229,-837.667
17/05/2019 06:00,41,848,3066,3914,169.32,192.49,361.81,3853.41,-158,2921,388.287,-1162.69
17/05/2019 07:00,59.9,1030,3437,4467,93.92,64.75,158.67,3869.35,428,3437,333.128,-1193.48
17/05/2019 08:00,62.41,1061,3568,4629,199.87,253.15,-100000,3886.46,302,4628,286.638,152.904
17/05/2019 09:00,63.73,1040,3584,4624,207.26,260.98,-100000,3910.28,251,4624,284.04,178.682
17/05/2019 10:00,60.01,1020,3552,4572,179.94,243.18,423.12,3904.29,572,3552,273.064,-1197.35
17/05/2019 11:00,58.69,1090,3710,4800,127.16,130.34,-100000,3910.53,113,4563,255.93,283.542
17/05/2019 12:00,55.21,1036,3560,4596,88.87,121.44,-100000,3883.38,452,4550,253.206,-38.584
17/05/2019 13:00,46.42,955,3479,4434,190.68,200.6,-100000,3811.1,53,4467,249.379,353.523
17/05/2019 14:00,43.09,959,3454,4413,87.69,156.44,-100000,3815.37,369,4384,273.544,-73.912
17/05/2019 15:00,45.7,930,3552,-100000,73.15,101.81,-100000,3862.9,265,4405,304.19,-27.087
17/05/2019 16:00,52.38,1008,3570,4578,78.43,115.9,-100000,3787.72,240,4519,341.611,149.671
17/05/2019 17:00,58.85,975,3564,4539,119.9,310.18,-100000,3861.85,260,4539,315.835,101.317
17/05/2019 18:00,57.65,982,3480,4462,66.58,169.1,235.68,3846.36,146,4462,383.053,86.589
17/05/2019 19:00,56.24,951,3347,4298,55.25,178.06,-100000,3767.41,15,4227,365.187,79.405
17/05/2019 20:00,49.15,924,3242,4166,50.27,187.53,237.8,3886.87,-135,4142,455.633,-65.5
17/05/2019 21:00,48.64,940,3271,4211,24.01,162.75,186.76,3843.67,-260,4211,513.513,113.819
17/05/2019 22:00,43.38,802,3023,3825,98.94,399.55,498.49,3850.31,-336,3967,466.756,-14.064
17/05/2019 23:00,42.73,685,2829,3514,149.09,384.21,-100000,3206.39,-310,3508,447.391,164.221
18/05/2019 00:00,38.09,611,2639,3250,144.38,429.29,573.67,2790.86,-290,3269,466.867,301.275
18/05/2019 01:00,36.27,605,2475,3080,77.66,187.23,264.89,2721.07,-128,2475,626.704,-744.772
18/05/2019 02:00,35.36,614,2398,3012,60.08,339.71,-100000,2721.29,-224,3000,454.309,48.403
18/05/2019 03:00,35.35,570,2363,2933,81.5,299.59,-100000,2718.76,-276,2963,496.394,23.848
18/05/2019 04:00,34.89,575,2380,2955,69.67,383.95,453.62,2718.42,-295,2978,624.351,-69.769
18/05/2019 05:00,34.79,588,2362,2950,69.49,461.3,-100000,2743.94,-349,2362,642.527,-675.465
18/05/2019 06:00,35.21,680,2560,3240,42.25,311.57,353.82,3259.69,-213,2560,650.437,-1137.12
18/05/2019 07:00,39.25,780,2897,3677,65.71,507.6,573.31,3547.37,-339,2897,672.05,-983.418
18/05/2019 08:00,50.53,859,3200,4059,53.49,287.39,340.88,3564.52,-93,3200,712.624,-984.142
18/05/2019 09:00,58.58,930,3338,4268,69.65,169.86,-100000,3575.13,0,3338,756.337,-993.464
18/05/2019 10:00,60.93,930,3384,4314,133.11,440.33,-100000,3529.53,69,4314,693.681,21.791
18/05/2019 11:00,58.58,936,3353,4289,115.44,689.05,804.49,3514.09,-15,3353,828.22,-974.308
18/05/2019 12:00,54.01,891,3322,4213,85.89,479.24,565.13,3510.77,15,3322,803.43,-1007.2
18/05/2019 13:00,49.26,871,3237,4108,158.12,699.85,-100000,3446.36,-15,4105,783.126,-109.484
18/05/2019 14:00,39.95,794,3139,3933,154.15,878.19,-100000,3187.68,-36,3940,859.882,-71.56
18/05/2019 15:00,38.82,833,3121,3954,193.05,822.09,1015.14,3340.48,-243,3971,936.415,-62.893
18/05/2019 16:00,41.44,892,3198,4090,111.41,413.11,-100000,3456.07,-505,4083,1059.44,72.489
18/05/2019 17:00,50.2,921,3291,4212,139.66,450.05,-100000,3468.52,-254,4212,1159.07,-161.592
18/05/2019 18:00,54.52,941,3240,4181,204.32,1018.99,1223.31,3476.03,-332,4125,1211.65,-230.681
18/05/2019 19:00,55.18,875,3132,4007,129.79,782.66,-100000,3527.59,-473,4007,1149.19,-196.782
18/05/2019 20:00,52.34,830,3050,3880,97.43,500.79,598.22,3487.22,-452,3880,1075.84,-231.061
18/05/2019 21:00,50,877,3063,3940,104.29,993.6,1097.89,3425.31,-369,3939,1023.83,-141.142
18/05/2019 22:00,42.96,805,2900,3705,62.52,497.03,-100000,3531.31,-746,3720,966.179,-31.487
18/05/2019 23:00,45.55,725,2741,3466,100.71,925.3,1026.01,3225.93,0,3452,929.441,-703.369
19/05/2019 00:00,40.46,649,2605,3254,114.35,804.72,-100000,3077.58,-420,3245,879.182,-291.76
19/05/2019 01:00,39,603,2475,3078,90.01,546.63,-100000,3017.59,-385,3091,857.22,-398.808
19/05/2019 02:00,35.97,593,2371,2964,133.7,775.01,908.71,2725.83,-347,2993,844.352,-230.18
19/05/2019 03:00,35.91,579,2318,2897,104.15,681.47,-100000,2910.94,0,2318,836.309,-1429.25
19/05/2019 04:00,33.32,551,2380,2931,126.17,682.24,808.41,2853.42,0,2882,822.947,-794.365
19/05/2019 05:00,32.8,539,2362,2901,122.64,649.62,-100000,3024.44,-451,2794,838.655,-618.093
19/05/2019 06:00,32.62,604,2374,2978,82.18,528.39,610.57,2740.98,-274,3164,846.197,-149.175
19/05/2019 07:00,35.31,702,2625,3327,129.88,609.09,738.97,3142.93,-122,2625,794.658,-1190.59
19/05/2019 08:00,41.88,798,3200,3998,135.99,798.15,934.14,3213.45,-295,3692,801.366,-27.814
19/05/2019 09:00,45,858,3338,4196,150.59,799.72,950.31,3268.26,-213,3088,767.854,-735.112
19/05/2019 10:00,48.14,889,3384,4273,184.69,591.28,775.97,3320.95,-148,4138,766.863,198.189
19/05/2019 11:00,51.23,999,3244,4243,134.79,499.46,634.25,3295.12,-45,4165,764.383,150.499
19/05/2019 12:00,52,1030,3274,4304,143.81,446.57,590.38,3235.92,15,4304,748.287,304.794
19/05/2019 13:00,43.3,921,3237,4158,230.3,635.54,-100000,3173.54,280,4163,706.462,3
19/05/2019 14:00,38.68,871,3139,4010,174.26,621.57,795.83,3227.82,116,3104,796.589,-1036.41
19/05/2019 15:00,38.41,910,3059,3969,160.37,544.2,704.57,3198.53,44,3969,867.852,-141.38
19/05/2019 16:00,43.79,964,3198,4162,240.75,712.52,953.27,3235.23,-15,4066,858.234,-12.462
19/05/2019 17:00,47.88,1015,3193,4208,221.24,580.62,-100000,3281.42,-142,4208,850.407,218.175
19/05/2019 18:00,52.47,954,3240,4194,193.29,822.58,1015.87,3258.23,-165,3179,797.684,-711.912
19/05/2019 19:00,55.4,933,3132,4065,211.77,669.38,881.15,3258.5,-163,4066,813.97,156.531
19/05/2019 20:00,55,882,3050,3932,127.14,655.12,-100000,3270.01,-133,4018,691.45,189.542
19/05/2019 21:00,52.39,893,3063,3956,121.86,644.38,766.24,3204.5,-65,3992,544.187,308.315
19/05/2019 22:00,43.61,783,2827,3610,63.03,371.32,434.35,3307.49,29,3635,476.18,-177.668
19/05/2019 23:00,48.04,696,2550,3246,58.2,345.72,-100000,3239.47,-255,3249,445.721,-181.189
20/05/2019 00:00,38.96,636,2595,3231,116.27,550.57,666.84,2932.95,-166,3094,402.279,-75.227
20/05/2019 01:00,36.85,616,2349,2965,151.06,490.48,-100000,2814.82,-203,2966,371.453,-17.271
20/05/2019 02:00,35.97,608,2405,3013,128.86,435.22,-100000,2819.04,-251,2289,296.73,-575.768
20/05/2019 03:00,34.63,595,2244,2839,42.38,221.36,-100000,2822.18,-265,2846,337.291,-48.469
20/05/2019 04:00,36.13,584,2283,2867,142.22,387.98,530.2,3197.5,-442,2283,249.35,-721.848
20/05/2019 05:00,43.33,650,2422,3072,97.62,316.2,-100000,3250.53,-393,3102,316.692,-72.22
20/05/2019 06:00,43.28,824,2896,3720,145.63,354.72,500.35,3848.12,-272,3786,274.314,-64.432
20/05/2019 07:00,67.1,1011,3473,4484,114.61,201.85,-100000,3848.85,-15,4525,231.758,459.394
20/05/2019 08:00,66.89,1063,3643,4706,129.63,120.48,-100000,3871.57,473,4714,222.393,147.039
20/05/2019 09:00,61,1088,3620,4708,103.29,114.58,217.87,3884.42,161,3620,241.659,-667.078
20/05/2019 10:00,59.78,1120,3570,4690,248.1,470.41,718.51,3876.3,163,3570,195.01,-664.308
20/05/2019 11:00,56,1106,3704,4810,146.74,101.73,248.47,3893.21,144,3580,216.06,-673.268
20/05/2019 12:00,54.01,1072,3588,4660,197.59,612.57,810.16,3886.48,432,4660,190.311,151.211
20/05/2019 13:00,49.9,1051,3520,4571,155.6,107.99,-100000,3883.7,389,4577,250.973,53.329
20/05/2019 14:00,47.24,984,3680,4664,185.07,137.15,322.22,3816.22,337,4540,282.8,103.982
20/05/2019 15:00,45.34,1054,3679,4733,196.37,387.26,-100000,3866.98,336,4566,308.961,54.061
20/05/2019 16:00,48.46,1147,3641,4788,161.91,144.8,306.71,3851.93,141,3641,327.125,-679.053
20/05/2019 17:00,52.81,1085,3675,4760,330.34,572.82,903.16,3921.98,500,4840,420.226,-2.205
20/05/2019 18:00,55.19,1072,3645,4717,160.58,229.82,-100000,3850.63,354,4596,324.271,67.102
20/05/2019 19:00,52.7,1032,3628,4660,111.23,159.98,271.21,3912.39,223,4445,388.307,-78.695
20/05/2019 20:00,49.8,1010,3351,4361,96.89,656.85,-100000,3820.22,214,4361,305.434,21.348
20/05/2019 21:00,49.21,994,3370,4364,67.23,314.13,381.36,3773.51,178,4307,301.802,53.69
20/05/2019 22:00,41.84,850,2958,3808,53.82,131.27,185.09,3436.68,199,3808,219.9,-47.578
20/05/2019 23:00,45.71,757,2686,3443,147.57,472.17,619.74,2805.95,375,3509,194.212,133.84
21/05/2019 00:00,40.94,687,2674,3361,37.55,129.62,-100000,2616.12,82,3303,196.866,408.016
21/05/2019 01:00,39,638,2606,3244,33.23,130.62,163.85,3242.17,0,3190,150.22,-202.388
21/05/2019 02:00,38.41,623,2546,3169,118.89,324.58,443.47,2772.38,0,3128,132.803,222.819
21/05/2019 03:00,37,623,2514,3137,23.19,82.28,105.47,2716.64,67,3108,128.512,195.85
21/05/2019 04:00,37.41,613,2548,3161,158.36,359.65,518.01,2637.12,304,2489,94.004,-546.122
21/05/2019 05:00,40.37,673,2636,3309,32.61,83.74,-100000,2661.46,100,2588,113.583,-287.041
21/05/2019 06:00,43.06,882,3093,3975,38.23,69.44,107.67,3267.57,473,3083,114.212,-771.787
21/05/2019 07:00,65.67,1075,3605,4680,86.31,235.32,-100000,3487.42,615,4681,116.53,462.052
21/05/2019 08:00,70,1134,3691,4825,193.52,680.47,-100000,3433.31,0,4802,125.666,1243.03
21/05/2019 09:00,66.79,1130,3657,4787,83.39,37.86,121.25,3310.06,0,3638,136.243,191.699
21/05/2019 10:00,63,1122,3574,4696,90.33,42.36,132.69,3537.5,0,4702,143.028,1021.47
21/05/2019 11:00,53.53,1098,3560,4658,198.21,594.54,792.75,3420.58,0,4662,149.723,1091.7
